user1,user2,sim
user_000084,user_000349,0.004310344827586207
user_000084,user_000479,0.05555555555555555
user_000084,user_000488,0.08771929824561403
user_000084,user_000520,0.043478260869565216
user_000084,user_000527,0.030303030303030304
user_000084,user_000532,0.002070393374741201
user_000084,user_000535,0.02702702702702703
user_000084,user_000552,0.04201680672268908
user_000084,user_000554,0.02830188679245283
user_000084,user_000570,0.007575757575757576
user_000084,user_000604,0.018867924528301886
user_000084,user_000620,0.02040816326530612
user_000084,user_000650,0.02097902097902098
user_000084,user_000651,0.0199501246882793
user_000084,user_000678,0.012195121951219513
user_000084,user_000687,0.02702702702702703
user_000084,user_000714,0.13793103448275862
user_000084,user_000757,0.023255813953488372
user_000084,user_000761,0.0070921985815602835
user_000084,user_000771,0.12
user_000084,user_000798,0.02040816326530612
user_000084,user_000802,0.028169014084507043
user_000084,user_000860,0.009708737864077669
user_000084,user_000871,0.02564102564102564
user_000084,user_000872,0.017241379310344827
user_000084,user_000877,0.038461538461538464
user_000084,user_000914,0.02
user_000084,user_000934,0.005025125628140704
user_000084,user_000935,0.013888888888888888
user_000084,user_000936,0.010752688172043012
user_000084,user_000960,0.009433962264150943
user_000088,user_000161,0.008547008547008548
user_000092,user_000074,0.007575757575757576
user_000092,user_000125,0.022222222222222223
user_000092,user_000129,0.013888888888888888
user_000092,user_000155,0.0030581039755351682
user_000092,user_000233,0.003875968992248062
user_000092,user_000269,0.011627906976744186
user_000092,user_000284,0.008333333333333333
user_000092,user_000298,0.003389830508474576
user_000092,user_000310,0.012345679012345678
user_000092,user_000326,0.0975609756097561
user_000092,user_000348,0.010752688172043012
user_000092,user_000479,0.03125
user_000092,user_000488,0.00847457627118644
user_000092,user_000497,0.04
user_000092,user_000520,0.015151515151515152
user_000092,user_000532,0.0041928721174004195
user_000092,user_000651,0.002466091245376079
user_000092,user_000757,0.02631578947368421
user_000092,user_000761,0.0017793594306049821
user_000092,user_000845,0.014285714285714285
user_000092,user_000860,0.01020408163265306
user_000092,user_000877,0.015625
user_000092,user_000915,0.011111111111111112
user_000124,user_000074,0.015748031496062992
user_000124,user_000084,0.0625
user_000124,user_000125,0.024390243902439025
user_000124,user_000137,0.019801980198019802
user_000124,user_000155,0.006211180124223602
user_000124,user_000161,0.0072992700729927005
user_000124,user_000205,0.02197802197802198
user_000124,user_000233,0.04938271604938271
user_000124,user_000250,0.005050505050505051
user_000124,user_000269,0.012195121951219513
user_000124,user_000298,0.017421602787456445
user_000124,user_000342,0.043478260869565216
user_000124,user_000344,0.0035971223021582736
user_000124,user_000445,0.015037593984962405
user_000124,user_000479,0.07407407407407407
user_000124,user_000488,0.05504587155963303
user_000124,user_000520,0.03278688524590164
user_000124,user_000535,0.03571428571428571
user_000124,user_000552,0.026785714285714284
user_000124,user_000649,0.047619047619047616
user_000124,user_000650,0.014814814814814815
user_000124,user_000651,0.012515644555694618
user_000124,user_000678,0.027777777777777776
user_000124,user_000687,0.03571428571428571
user_000124,user_000714,0.034482758620689655
user_000124,user_000761,0.003590664272890485
user_000124,user_000771,0.09302325581395349
user_000124,user_000798,0.007142857142857143
user_000124,user_000845,0.015151515151515152
user_000124,user_000860,0.010638297872340425
user_000124,user_000872,0.02040816326530612
user_000124,user_000936,0.0056179775280898875
user_000124,user_000957,0.017241379310344827
user_000125,user_000074,0.015748031496062992
user_000125,user_000084,0.04081632653061224
user_000125,user_000092,0.022222222222222223
user_000125,user_000124,0.024390243902439025
user_000125,user_000129,0.014705882352941176
user_000125,user_000137,0.019801980198019802
user_000125,user_000155,0.0125
user_000125,user_000161,0.0072992700729927005
user_000125,user_000188,0.008403361344537815
user_000125,user_000205,0.014545454545454545
user_000125,user_000233,0.01593625498007968
user_000125,user_000250,0.005050505050505051
user_000125,user_000269,0.012195121951219513
user_000125,user_000298,0.013888888888888888
user_000125,user_000310,0.012987012987012988
user_000125,user_000342,0.06666666666666667
user_000125,user_000344,0.007220216606498195
user_000125,user_000348,0.016574585635359115
user_000125,user_000429,0.016666666666666666
user_000125,user_000479,0.11538461538461539
user_000125,user_000488,0.05504587155963303
user_000125,user_000520,0.05
user_000125,user_000552,0.026785714285714284
user_000125,user_000554,0.010101010101010102
user_000125,user_000620,0.025
user_000125,user_000650,0.007352941176470588
user_000125,user_000651,0.004968944099378882
user_000125,user_000714,0.034482758620689655
user_000125,user_000757,0.029411764705882353
user_000125,user_000761,0.0017921146953405018
user_000125,user_000771,0.06818181818181818
user_000125,user_000802,0.015873015873015872
user_000125,user_000841,0.00980392156862745
user_000125,user_000872,0.02040816326530612
user_000125,user_000915,0.03571428571428571
user_000125,user_000935,0.04918032786885246
user_000125,user_000960,0.010309278350515464
user_000129,user_000021,0.029411764705882353
user_000129,user_000092,0.013888888888888888
user_000129,user_000125,0.014705882352941176
user_000129,user_000155,0.014450867052023121
user_000129,user_000161,0.03125
user_000129,user_000188,0.013793103448275862
user_000129,user_000205,0.013245033112582781
user_000129,user_000284,0.006993006993006993
user_000129,user_000298,0.006309148264984227
user_000129,user_000310,0.039603960396039604
user_000129,user_000326,0.014925373134328358
user_000129,user_000344,0.009900990099009901
user_000129,user_000348,0.014423076923076924
user_000129,user_000488,0.014285714285714285
user_000129,user_000497,0.020833333333333332
user_000129,user_000532,0.008032128514056224
user_000129,user_000554,0.007936507936507936
user_000129,user_000620,0.030303030303030304
user_000129,user_000650,0.012345679012345678
user_000129,user_000678,0.01
user_000129,user_000687,0.01818181818181818
user_000129,user_000714,0.008620689655172414
user_000129,user_000722,0.020833333333333332
user_000129,user_000761,0.008605851979345954
user_000129,user_000841,0.015625
user_000129,user_000860,0.03389830508474576
user_000129,user_000872,0.013157894736842105
user_000129,user_000877,0.04794520547945205
user_000129,user_000914,0.043478260869565216
user_000129,user_000915,0.045871559633027525
user_000129,user_000926,0.0196078431372549
user_000129,user_000935,0.07058823529411765
user_000129,user_000960,0.059322033898305086
user_000137,user_000021,0.008264462809917356
user_000137,user_000052,0.039735099337748346
user_000137,user_000054,0.06666666666666667
user_000137,user_000074,0.016042780748663103
user_000137,user_000084,0.037037037037037035
user_000137,user_000124,0.019801980198019802
user_000137,user_000125,0.019801980198019802
user_000137,user_000152,0.07006369426751592
user_000137,user_000153,0.010526315789473684
user_000137,user_000155,0.08757062146892655
user_000137,user_000161,0.031088082901554404
user_000137,user_000182,0.02962962962962963
user_000137,user_000188,0.03428571428571429
user_000137,user_000190,0.014492753623188406
user_000137,user_000205,0.07255520504731862
user_000137,user_000233,0.01607717041800643
user_000137,user_000250,0.023622047244094488
user_000137,user_000269,0.02857142857142857
user_000137,user_000298,0.03519061583577713
user_000137,user_000326,0.009900990099009901
user_000137,user_000340,0.00819672131147541
user_000137,user_000342,0.0380952380952381
user_000137,user_000344,0.039755351681957186
user_000137,user_000348,0.020833333333333332
user_000137,user_000349,0.05555555555555555
user_000137,user_000356,0.01680672268907563
user_000137,user_000366,0.028037383177570093
user_000137,user_000407,0.021505376344086023
user_000137,user_000429,0.025210084033613446
user_000137,user_000445,0.0425531914893617
user_000137,user_000468,0.020618556701030927
user_000137,user_000469,0.008
user_000137,user_000488,0.1069182389937107
user_000137,user_000507,0.02608695652173913
user_000137,user_000520,0.05084745762711865
user_000137,user_000532,0.0248565965583174
user_000137,user_000535,0.022727272727272728
user_000137,user_000547,0.009433962264150943
user_000137,user_000552,0.005714285714285714
user_000137,user_000553,0.010101010101010102
user_000137,user_000554,0.012578616352201259
user_000137,user_000570,0.027777777777777776
user_000137,user_000581,0.03937007874015748
user_000137,user_000594,0.019230769230769232
user_000137,user_000604,0.0392156862745098
user_000137,user_000611,0.007246376811594203
user_000137,user_000612,0.024630541871921183
user_000137,user_000619,0.011111111111111112
user_000137,user_000620,0.009900990099009901
user_000137,user_000625,0.04918032786885246
user_000137,user_000650,0.05319148936170213
user_000137,user_000651,0.010452961672473868
user_000137,user_000678,0.038461538461538464
user_000137,user_000687,0.022727272727272728
user_000137,user_000714,0.10218978102189781
user_000137,user_000740,0.010638297872340425
user_000137,user_000751,0.03125
user_000137,user_000757,0.010526315789473684
user_000137,user_000761,0.03333333333333333
user_000137,user_000771,0.02857142857142857
user_000137,user_000798,0.05759162303664921
user_000137,user_000802,0.03305785123966942
user_000137,user_000809,0.04895104895104895
user_000137,user_000831,0.018518518518518517
user_000137,user_000841,0.018633540372670808
user_000137,user_000842,0.011904761904761904
user_000137,user_000860,0.012987012987012988
user_000137,user_000871,0.01098901098901099
user_000137,user_000872,0.037383177570093455
user_000137,user_000889,0.020202020202020204
user_000137,user_000914,0.019867549668874173
user_000137,user_000915,0.03496503496503497
user_000137,user_000934,0.037037037037037035
user_000137,user_000935,0.008064516129032258
user_000137,user_000936,0.043478260869565216
user_000137,user_000957,0.008403361344537815
user_000137,user_000960,0.032467532467532464
user_000139,user_000269,0.016129032258064516
user_000146,user_000152,0.011627906976744186
user_000146,user_000349,0.0049261083743842365
user_000146,user_000445,0.008771929824561403
user_000146,user_000469,0.022727272727272728
user_000146,user_000507,0.027777777777777776
user_000146,user_000570,0.009708737864077669
user_000146,user_000581,0.02
user_000146,user_000740,0.07692307692307693
user_000146,user_000798,0.008333333333333333
user_000146,user_000936,0.006329113924050633
user_000152,user_000021,0.004048582995951417
user_000152,user_000052,0.025477707006369428
user_000152,user_000054,0.06451612903225806
user_000152,user_000137,0.07006369426751592
user_000152,user_000146,0.011627906976744186
user_000152,user_000155,0.02099737532808399
user_000152,user_000161,0.009950248756218905
user_000152,user_000182,0.014184397163120567
user_000152,user_000188,0.027777777777777776
user_000152,user_000190,0.02857142857142857
user_000152,user_000205,0.011764705882352941
user_000152,user_000233,0.006289308176100629
user_000152,user_000250,0.027237354085603113
user_000152,user_000269,0.006802721088435374
user_000152,user_000298,0.014204545454545454
user_000152,user_000310,0.007042253521126761
user_000152,user_000342,0.008928571428571428
user_000152,user_000344,0.0029154518950437317
user_000152,user_000348,0.024691358024691357
user_000152,user_000349,0.05474452554744526
user_000152,user_000356,0.016260162601626018
user_000152,user_000366,0.05555555555555555
user_000152,user_000429,0.04132231404958678
user_000152,user_000445,0.0989010989010989
user_000152,user_000453,0.049019607843137254
user_000152,user_000469,0.007751937984496124
user_000152,user_000479,0.010752688172043012
user_000152,user_000507,0.008264462809917356
user_000152,user_000532,0.013133208255159476
user_000152,user_000553,0.009708737864077669
user_000152,user_000570,0.055865921787709494
user_000152,user_000581,0.014925373134328358
user_000152,user_000594,0.009174311926605505
user_000152,user_000604,0.009174311926605505
user_000152,user_000611,0.014184397163120567
user_000152,user_000612,0.06
user_000152,user_000650,0.025380710659898477
user_000152,user_000651,0.0022935779816513763
user_000152,user_000714,0.006493506493506494
user_000152,user_000728,0.010416666666666666
user_000152,user_000740,0.042105263157894736
user_000152,user_000751,0.019801980198019802
user_000152,user_000761,0.0196078431372549
user_000152,user_000782,0.010309278350515464
user_000152,user_000798,0.08994708994708994
user_000152,user_000802,0.032
user_000152,user_000809,0.047619047619047616
user_000152,user_000831,0.02702702702702703
user_000152,user_000834,0.011627906976744186
user_000152,user_000877,0.005263157894736842
user_000152,user_000889,0.019417475728155338
user_000152,user_000914,0.006369426751592357
user_000152,user_000934,0.015873015873015872
user_000152,user_000936,0.07964601769911504
user_000152,user_000957,0.01639344262295082
user_000152,user_000960,0.006172839506172839
user_000153,user_000137,0.010526315789473684
user_000153,user_000155,0.006349206349206349
user_000153,user_000205,0.007407407407407408
user_000153,user_000233,0.004048582995951417
user_000153,user_000298,0.0035211267605633804
user_000153,user_000310,0.014285714285714285
user_000153,user_000344,0.0036900369003690036
user_000153,user_000488,0.018867924528301886
user_000153,user_000520,0.037037037037037035
user_000153,user_000532,0.0021413276231263384
user_000153,user_000555,0.07142857142857142
user_000153,user_000612,0.007194244604316547
user_000153,user_000650,0.007751937984496124
user_000153,user_000651,0.006273525721455458
user_000153,user_000714,0.012195121951219513
user_000153,user_000761,0.0036363636363636364
user_000153,user_000841,0.010526315789473684
user_000153,user_000915,0.012658227848101266
user_000153,user_000960,0.011111111111111112
user_000155,user_000021,0.008676789587852495
user_000155,user_000052,0.02717391304347826
user_000155,user_000054,0.02046783625730994
user_000155,user_000074,0.014814814814814815
user_000155,user_000084,0.01524390243902439
user_000155,user_000092,0.0030581039755351682
user_000155,user_000124,0.006211180124223602
user_000155,user_000125,0.0125
user_000155,user_000129,0.014450867052023121
user_000155,user_000137,0.08757062146892655
user_000155,user_000152,0.02099737532808399
user_000155,user_000153,0.006349206349206349
user_000155,user_000161,0.029411764705882353
user_000155,user_000182,0.01694915254237288
user_000155,user_000188,0.017721518987341773
user_000155,user_000190,0.008379888268156424
user_000155,user_000205,0.16875
user_000155,user_000233,0.052941176470588235
user_000155,user_000250,0.0255863539445629
user_000155,user_000254,0.003115264797507788
user_000155,user_000269,0.039886039886039885
user_000155,user_000284,0.010126582278481013
user_000155,user_000298,0.09961685823754789
user_000155,user_000310,0.01694915254237288
user_000155,user_000326,0.006230529595015576
user_000155,user_000340,0.011764705882352941
user_000155,user_000342,0.024844720496894408
user_000155,user_000344,0.04664179104477612
user_000155,user_000348,0.02643171806167401
user_000155,user_000349,0.036885245901639344
user_000155,user_000356,0.0058823529411764705
user_000155,user_000366,0.015337423312883436
user_000155,user_000407,0.006369426751592357
user_000155,user_000411,0.0033003300330033004
user_000155,user_000429,0.011799410029498525
user_000155,user_000445,0.019559902200488997
user_000155,user_000468,0.003134796238244514
user_000155,user_000469,0.005797101449275362
user_000155,user_000479,0.0032258064516129032
user_000155,user_000488,0.09668508287292818
user_000155,user_000507,0.005934718100890208
user_000155,user_000520,0.045454545454545456
user_000155,user_000532,0.07223796033994334
user_000155,user_000535,0.013029315960912053
user_000155,user_000547,0.0030581039755351682
user_000155,user_000552,0.007614213197969543
user_000155,user_000553,0.003125
user_000155,user_000554,0.015957446808510637
user_000155,user_000570,0.027848101265822784
user_000155,user_000581,0.011461318051575931
user_000155,user_000594,0.009259259259259259
user_000155,user_000604,0.01238390092879257
user_000155,user_000611,0.00558659217877095
user_000155,user_000612,0.0387409200968523
user_000155,user_000620,0.006230529595015576
user_000155,user_000625,0.026470588235294117
user_000155,user_000650,0.05012531328320802
user_000155,user_000651,0.05004812319538017
user_000155,user_000678,0.028901734104046242
user_000155,user_000687,0.006472491909385114
user_000155,user_000714,0.056818181818181816
user_000155,user_000740,0.0031746031746031746
user_000155,user_000751,0.00946372239747634
user_000155,user_000761,0.09934640522875816
user_000155,user_000771,0.012307692307692308
user_000155,user_000782,0.009615384615384616
user_000155,user_000798,0.02669902912621359
user_000155,user_000802,0.008746355685131196
user_000155,user_000809,0.019230769230769232
user_000155,user_000831,0.015337423312883436
user_000155,user_000841,0.005221932114882507
user_000155,user_000860,0.027247956403269755
user_000155,user_000871,0.003205128205128205
user_000155,user_000872,0.00911854103343465
user_000155,user_000877,0.007407407407407408
user_000155,user_000889,0.00625
user_000155,user_000890,0.0033003300330033004
user_000155,user_000914,0.02459016393442623
user_000155,user_000915,0.0221606648199446
user_000155,user_000934,0.051111111111111114
user_000155,user_000935,0.01764705882352941
user_000155,user_000936,0.05011389521640091
user_000155,user_000957,0.0058997050147492625
user_000155,user_000960,0.03260869565217391
user_000161,user_000052,0.015873015873015872
user_000161,user_000054,0.01875
user_000161,user_000074,0.022727272727272728
user_000161,user_000084,0.027972027972027972
user_000161,user_000088,0.008547008547008548
user_000161,user_000124,0.0072992700729927005
user_000161,user_000125,0.0072992700729927005
user_000161,user_000129,0.03125
user_000161,user_000137,0.031088082901554404
user_000161,user_000152,0.009950248756218905
user_000161,user_000155,0.029411764705882353
user_000161,user_000182,0.023529411764705882
user_000161,user_000188,0.05365853658536585
user_000161,user_000190,0.023391812865497075
user_000161,user_000205,0.03021978021978022
user_000161,user_000233,0.008620689655172414
user_000161,user_000250,0.027874564459930314
user_000161,user_000254,0.014925373134328358
user_000161,user_000269,0.011299435028248588
user_000161,user_000284,0.02403846153846154
user_000161,user_000298,0.010416666666666666
user_000161,user_000310,0.005780346820809248
user_000161,user_000322,0.00819672131147541
user_000161,user_000326,0.014814814814814815
user_000161,user_000340,0.025974025974025976
user_000161,user_000342,0.014084507042253521
user_000161,user_000344,0.019021739130434784
user_000161,user_000348,0.02564102564102564
user_000161,user_000349,0.03559870550161812
user_000161,user_000356,0.02631578947368421
user_000161,user_000366,0.02112676056338028
user_000161,user_000429,0.00641025641025641
user_000161,user_000445,0.01762114537444934
user_000161,user_000453,0.014705882352941176
user_000161,user_000468,0.015151515151515152
user_000161,user_000479,0.016260162601626018
user_000161,user_000488,0.014423076923076924
user_000161,user_000507,0.013245033112582781
user_000161,user_000520,0.006329113924050633
user_000161,user_000532,0.019642857142857142
user_000161,user_000535,0.016260162601626018
user_000161,user_000547,0.02158273381294964
user_000161,user_000552,0.014423076923076924
user_000161,user_000553,0.022727272727272728
user_000161,user_000554,0.020833333333333332
user_000161,user_000570,0.018518518518518517
user_000161,user_000581,0.018292682926829267
user_000161,user_000604,0.014388489208633094
user_000161,user_000611,0.023529411764705882
user_000161,user_000612,0.05194805194805195
user_000161,user_000620,0.007352941176470588
user_000161,user_000625,0.05161290322580645
user_000161,user_000650,0.021929824561403508
user_000161,user_000651,0.004439511653718091
user_000161,user_000678,0.04294478527607362
user_000161,user_000687,0.008064516129032258
user_000161,user_000714,0.03333333333333333
user_000161,user_000724,0.00625
user_000161,user_000732,0.008264462809917356
user_000161,user_000751,0.015151515151515152
user_000161,user_000761,0.025039123630672927
user_000161,user_000771,0.014184397163120567
user_000161,user_000798,0.021551724137931036
user_000161,user_000809,0.0335195530726257
user_000161,user_000818,0.008547008547008548
user_000161,user_000831,0.02112676056338028
user_000161,user_000841,0.005050505050505051
user_000161,user_000845,0.006172839506172839
user_000161,user_000860,0.03804347826086957
user_000161,user_000872,0.006896551724137931
user_000161,user_000905,0.007462686567164179
user_000161,user_000914,0.021621621621621623
user_000161,user_000915,0.03977272727272727
user_000161,user_000934,0.04363636363636364
user_000161,user_000936,0.0036496350364963502
user_000161,user_000957,0.006493506493506494
user_000161,user_000960,0.021052631578947368
user_000173,user_000469,0.022727272727272728
user_000182,user_000021,0.0045871559633027525
user_000182,user_000052,0.03125
